age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
40,2,205706, HS-grad,9,0, Exec-managerial,2,0,1,0,0,40,0,0
27,2,131310, HS-grad,9,0, Other-service,2,0,1,0,0,40,0,1
18,2,54440, Some-college,10,1, Other-service,3,0,0,0,0,30,0,0
43,2,200734, HS-grad,9,1, Other-service,0,1,1,0,0,40,0,0
52,2,81859, HS-grad,9,0, Machine-op-inspct,1,0,0,0,0,48,0,1
31,2,159589, HS-grad,9,1, Other-service,0,0,0,0,0,85,0,0
28,2,300915, HS-grad,9,0, Transport-moving,1,0,0,0,0,60,0,0
44,2,185057, Masters,14,1, Prof-specialty,0,0,1,0,0,35,0,0
37,1,42044, Some-college,10,0, Farming-fishing,1,0,0,0,0,84,0,0
35,2,166416, Bachelors,13,0, Exec-managerial,1,0,0,0,0,50,0,1
42,2,212737, 9th,5,1, Craft-repair,4,1,0,0,0,40,0,0
18,2,236069, 10th,6,1, Other-service,3,1,0,0,0,10,0,0
46,1,216414, Masters,14,0, Sales,1,0,0,0,1977,60,0,1
54,0,27432, HS-grad,9,0, Adm-clerical,1,0,0,0,0,40,0,1
54,2,145419, HS-grad,9,0, Sales,1,0,0,0,1672,50,0,0
56,2,147202, Some-college,10,1, Adm-clerical,0,0,1,0,0,45,1,0
27,2,29261, Some-college,10,1, Sales,4,0,0,0,0,50,0,0
26,2,359543, Bachelors,13,1, Adm-clerical,3,0,1,0,0,40,1,0
41,0,227644, Some-college,10,0, Craft-repair,1,0,0,0,0,40,0,0
41,2,90021, HS-grad,9,0, Handlers-cleaners,1,0,0,0,0,40, ?,0
32,2,188154, Some-college,10,1, Machine-op-inspct,4,0,1,0,0,40,0,0
18,2,110142, HS-grad,9,1, Adm-clerical,3,0,1,0,0,30,0,0
36,2,186415, HS-grad,9,0, Handlers-cleaners,1,0,0,0,0,65,0,0
37,2,175720, 10th,6,1, Handlers-cleaners,0,0,0,0,0,40,0,0
31,2,172865, 5th-6th,3,1, Farming-fishing,3,0,0,0,0,25,1,0
46,2,35969, Bachelors,13,0, Exec-managerial,1,0,0,0,0,51,0,0
24,2,433330, HS-grad,9,1, Machine-op-inspct,0,0,0,0,0,40,0,0
25,1,160261, Bachelors,13,1, Exec-managerial,3,2,0,0,0,35,1,0
55,2,189528, 5th-6th,3,0, Craft-repair,1,0,0,0,0,50,0,0
64,0,113324, HS-grad,9,1, Exec-managerial,0,0,0,0,0,40,0,0
30,0,118500, Bachelors,13,1, Prof-specialty,0,0,1,0,0,40,0,0
65,2,89681, Masters,14,1, Prof-specialty,0,0,0,0,0,99,0,0
46,0,199925, Bachelors,13,1, Prof-specialty,0,0,0,0,0,40,0,0
45,2,102308, Masters,14,0, Exec-managerial,1,0,0,15024,0,60,0,1
18,2,444607, Some-college,10,1, Sales,3,0,1,0,0,25,0,0
32,2,176998, Bachelors,13,0, Exec-managerial,1,0,0,0,0,40,0,0
38, ?,94559, Bachelors,13,0, ?,2, ?,1,7688,0,50, ?,1
34,0,366198, Doctorate,16,0, Prof-specialty,1,0,0,0,0,45,1,1
35,2,180686, HS-grad,9,0, Craft-repair,1,0,0,3137,0,40,0,0
26,2,108019, HS-grad,9,1, Craft-repair,3,0,0,3325,0,40,0,0
24,2,153542, Some-college,10,1, Sales,5,0,0,0,0,35,0,0
45,1,210364, HS-grad,9,0, Sales,1,0,0,15024,0,80,0,1
36,2,185394, 10th,6,1, Handlers-cleaners,0,0,1,0,0,34,0,0
44,2,222703, 7th-8th,4,0, Machine-op-inspct,1, ?,0,0,0,40,1,0
23,2,183945, Some-college,10,1, Adm-clerical,0,0,1,0,0,60,0,0
57,2,161964, HS-grad,9,0, Craft-repair,1,0,0,0,0,55,0,0
41,1,375574, Some-college,10,0, Sales,1,0,0,0,0,60,1,1
20,0,312427, HS-grad,9,0, Protective-serv,1,1,0,0,0,30,1,0
32,2,53373, Some-college,10,0, Craft-repair,1,0,0,0,0,36,0,0
60,2,166330, HS-grad,9,0, Other-service,2,0,1,99999,0,40,0,1
38,1,124665, Bachelors,13,1, Craft-repair,0,0,1,0,0,20,0,0
29,2,146719, HS-grad,9,1, Transport-moving,0,0,1,0,0,45,0,0
22,2,306593, HS-grad,9,1, Craft-repair,3,0,0,0,0,40,0,0
21,2,156687, Some-college,10,1, Sales,3,2,0,0,0,30,1,0
40,0,153489, HS-grad,9,0, Other-service,5,0,0,3137,0,40,0,0
59,2,231377, Some-college,10,0, Exec-managerial,1,0,0,0,1848,45,0,1
45,0,127089, Masters,14,1, Exec-managerial,0,0,0,0,0,45,0,0
76,0,329355, HS-grad,9,1, Other-service,0,0,1,0,0,13,0,0
45,2,178319, Bachelors,13,0, Machine-op-inspct,1,0,0,0,0,40,0,1
49,0,304246, Masters,14,1, Prof-specialty,4,0,1,0,0,70,0,0
36,0,174640, Assoc-voc,11,1, Protective-serv,0,1,1,0,0,60,0,1
22,2,148294, 11th,7,1, Craft-repair,3,0,0,0,0,35,0,0
47,2,298037, Assoc-voc,11,1, Prof-specialty,4,0,1,0,0,44,0,0
26,2,98155, HS-grad,9,0, Sales,1,0,0,0,0,55,0,0
21,2,102766, Some-college,10,1, Craft-repair,3,0,0,0,0,40,0,0
27,2,78529, HS-grad,9,1, Transport-moving,3,0,1,0,0,15,0,0
26,2,136309, Bachelors,13,1, Other-service,0,0,0,0,0,40,0,0
20,2,275357, Assoc-voc,11,1, Tech-support,3,0,1,0,0,25,0,0
31,1,33117, Masters,14,1, Prof-specialty,0,0,0,0,0,45,1,0
57,0,199546, Masters,14,1, Other-service,4,1,1,0,0,40,0,0
39,2,184128, 11th,7,1, Sales,5,0,1,0,0,40,0,0
36,2,337039, Assoc-acdm,12,1, Tech-support,0,1,0,14344,0,40,1,1
66,2,126511, Some-college,10,0, Exec-managerial,1,0,0,0,0,45,0,0
34,0,325792, Some-college,10,0, Craft-repair,1,0,0,0,0,40,0,0
80, ?,91901, HS-grad,9,0, ?,1,0,0,0,0,25,0,0
21,2,119474, HS-grad,9,1, Other-service,5,0,1,0,0,40,0,0
40,2,153238, Bachelors,13,0, Exec-managerial,1,0,0,0,1902,32,0,1
49,0,321851, Assoc-acdm,12,1, Adm-clerical,0,0,1,0,0,30,0,0
48,1,108557, Some-college,10,1, Sales,0,0,1,3325,0,60,0,0
19,0,67217, Some-college,10,1, Other-service,0,0,0,594,0,24,0,0
42,2,195508, 11th,7,0, Transport-moving,1,1,0,0,0,40,0,0
59,2,102193, HS-grad,9,0, Transport-moving,1,0,0,0,0,45,0,0
63,2,20323, Some-college,10,1, Other-service,0,0,1,0,0,40,0,0
26,2,122206, HS-grad,9,1, Craft-repair,5,0,0,0,0,40,0,0
41,2,200652, 9th,5,1, Other-service,5,0,1,0,0,35,0,0
42,2,173590, Some-college,10,0, Adm-clerical,1,0,0,0,1628,40,0,0
19,2,184121, HS-grad,9,1, Other-service,3,0,0,0,0,20,0,0
45,0,53123, 11th,7,0, Other-service,2,0,1,0,0,25,0,0
47,2,175990, HS-grad,9,0, Other-service,2,0,1,0,0,30,0,1
47,2,316101, HS-grad,9,1, Adm-clerical,0,0,1,0,0,40,0,0
34,2,34080, Assoc-voc,11,0, Craft-repair,1,0,0,0,0,40,1,0
49,1,219718, Bachelors,13,0, Sales,1,0,0,15024,0,40,0,1
36,2,126954, HS-grad,9,1, Transport-moving,0,0,0,0,0,40,0,0
53,2,99185, HS-grad,9,1, Craft-repair,4,0,0,0,0,40,0,1
21, ?,40052, Some-college,10,1, ?,0,0,0,0,2001,45,0,0
39,2,120074, HS-grad,9,1, Handlers-cleaners,0,0,0,0,0,40,0,0
52,1,77336, Assoc-voc,11,0, Craft-repair,1,0,0,0,0,40,0,0
18,2,60981, Some-college,10,1, Sales,3,0,1,2176,0,35,0,0
59,2,77884, Assoc-voc,11,1, Craft-repair,0,2,0,0,0,40,0,0
50,2,65408, HS-grad,9,0, Craft-repair,1,0,0,0,0,50,0,1
31,2,173279, Bachelors,13,0, Tech-support,1,2,0,0,0,40,0,1
52, ?,318351, Some-college,10,0, ?,2,0,1,0,0,40,0,1
41,1,157686, Some-college,10,0, Exec-managerial,1,0,0,0,0,40,0,1
45,2,277434, Assoc-acdm,12,1, Tech-support,4,0,0,0,0,40,0,1
54,0,184620, Masters,14,1, Prof-specialty,0,0,1,0,0,40,0,0
22,2,34443, HS-grad,9,1, Farming-fishing,0,0,0,0,0,25,0,0
50,2,268553, HS-grad,9,0, Transport-moving,1,0,0,7298,0,40,0,1
20, ?,41356, Assoc-acdm,12,1, ?,0,0,1,0,0,32,0,0
43,2,459342, HS-grad,9,1, Adm-clerical,0,0,1,0,0,40,0,0
48,0,148549, Bachelors,13,0, Prof-specialty,1,0,0,0,0,40,0,0
24,2,254293, Bachelors,13,1, Exec-managerial,0,0,0,2174,0,45,0,0
54,2,104501, Some-college,10,0, Sales,1,0,0,15024,0,40,0,1
26,2,238367, HS-grad,9,0, Adm-clerical,1,0,0,0,0,40,0,0
53,2,180439, Bachelors,13,0, Craft-repair,1,0,0,0,0,40,0,1
51,1,100029, Doctorate,16,0, Prof-specialty,1,0,0,15024,0,40,0,1
54,2,215990, Masters,14,0, Exec-managerial,1,0,0,0,1887,44,0,1
32,0,111567, HS-grad,9,0, Craft-repair,1,0,0,0,0,49,0,1
46,2,319163, HS-grad,9,0, Craft-repair,1,1,0,0,0,40,0,0
60, ?,160155, Bachelors,13,0, ?,1,0,0,0,0,12,0,0
52,0,378045, HS-grad,9,1, Adm-clerical,0,0,1,0,0,45,0,0
44,2,177083, HS-grad,9,1, Adm-clerical,0,0,1,0,0,40,0,0
56,1,119891, Some-college,10,0, Exec-managerial,1,0,0,0,1672,40,0,0
57,2,127779, HS-grad,9,0, Exec-managerial,1,0,0,0,0,40,0,0
35,2,299353, HS-grad,9,1, Other-service,4,1,1,0,0,40,0,0
30,2,63861, Assoc-acdm,12,1, Tech-support,0,0,1,0,0,40,0,0
29,2,112403, Some-college,10,1, Handlers-cleaners,0,0,0,0,0,35,0,0
49,2,83610, Bachelors,13,0, Exec-managerial,1,0,0,7688,0,66,0,1
28,2,452808, 10th,6,1, Handlers-cleaners,0,0,0,0,0,40,0,0
30,2,176871, Some-college,10,1, Adm-clerical,4,1,1,0,0,40,0,0
45,2,100651, HS-grad,9,1, Other-service,0,0,0,0,1980,40,0,0
17,2,266134, 10th,6,1, Other-service,3,0,0,0,0,12,0,0
54,0,196307, 10th,6,0, Adm-clerical,1,0,0,0,0,40,0,0
31,2,87891, Some-college,10,0, Adm-clerical,1,0,0,0,0,40,0,0
54,2,182314, Doctorate,16,0, Exec-managerial,1,0,0,0,1977,50,0,1
55, ?,136819, Bachelors,13,0, ?,1,0,0,0,0,40,0,0
26,2,181666, Assoc-acdm,12,0, Adm-clerical,3,0,1,0,0,40, ?,0
37,2,179671, 9th,5,0, Handlers-cleaners,1,0,0,0,0,50,0,0
34,2,27494, HS-grad,9,1, Craft-repair,0,1,0,0,0,48,0,1
38,2,338320, Bachelors,13,0, Prof-specialty,1,0,0,0,0,40,1,0
51,2,199688, Some-college,10,0, Exec-managerial,1,0,0,0,0,45,0,0
41,2,96635, HS-grad,9,1, Exec-managerial,0,2,0,0,0,60,0,0
24,2,165064, Some-college,10,1, Handlers-cleaners,0,0,0,0,0,40,0,0
56,1,109856, Bachelors,13,0, Exec-managerial,1,0,0,15024,0,50,0,1
33,2,82393, HS-grad,9,1, Craft-repair,3,2,0,0,0,40,0,0
31,2,209538, 10th,6,0, Machine-op-inspct,1,0,0,0,0,40,0,0
27,2,209891, Some-college,10,1, Handlers-cleaners,0,1,0,0,0,50,0,0
32,1,56026, Bachelors,13,0, Sales,5,0,0,0,0,45,0,0
35,2,210844, Assoc-acdm,12,0, Exec-managerial,1,0,0,0,0,40,1,0
43,2,117158, Some-college,10,0, Craft-repair,1,0,0,0,0,45,0,1
40,2,193144, HS-grad,9,1, Other-service,4,0,1,0,0,36,0,0
19,1,137578, HS-grad,9,1, Other-service,3,0,0,0,0,53,0,0
23,2,234108, Assoc-acdm,12,1, Handlers-cleaners,3,0,0,0,0,32,0,0
40,2,155767, HS-grad,9,1, Machine-op-inspct,4,0,0,0,0,40,0,0
59,2,110820, HS-grad,9,1, Craft-repair,0,0,0,0,0,38,0,1
43,2,403276, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
43,1,147269, 10th,6,0, Craft-repair,1,0,0,0,0,60, ?,0
53,2,123092, HS-grad,9,1, Machine-op-inspct,0,0,1,0,0,40,0,0
26,2,165673, HS-grad,9,0, Sales,1,0,0,0,0,40,0,0
68,1,182131, Some-college,10,0, Exec-managerial,1,0,0,10605,0,20,0,1
41,2,204415, Bachelors,13,0, Sales,1,0,0,0,0,48,0,1
32,1,92531, HS-grad,9,1, Craft-repair,4,0,0,0,0,40,0,0
25,0,157028, Bachelors,13,1, Exec-managerial,0,0,0,0,0,40,0,0
20,2,228649, HS-grad,9,1, Other-service,3,0,0,0,0,40,0,0
22,2,147253, Some-college,10,1, Other-service,0,0,0,0,0,15,0,0
33,2,160784, 10th,6,0, Craft-repair,1,0,0,0,0,40,0,0
26,0,163189, Some-college,10,0, Other-service,5,0,0,0,0,40,0,0
29,2,146343, HS-grad,9,1, Other-service,4,1,1,0,0,25,0,0
20,2,225811, HS-grad,9,1, Sales,3,0,1,0,0,23,0,0
68,0,202699, Masters,14,0, Prof-specialty,1,0,0,0,2377,42, ?,1
58,2,374108, Some-college,10,1, Prof-specialty,4,0,1,0,0,40,0,0
32,2,93930, HS-grad,9,1, Machine-op-inspct,0,0,0,0,0,40,0,0
23,2,412248, Assoc-acdm,12,1, Other-service,0,0,1,0,0,25,0,0
30,2,427474, 9th,5,0, Other-service,1,0,0,0,0,40,1,0
67,0,160158, Some-college,10,0, Farming-fishing,1,0,0,0,0,8,0,0
26,2,159603, Assoc-acdm,12,1, Adm-clerical,4,0,1,0,0,32,0,0
53,1,101017, HS-grad,9,0, Exec-managerial,1,0,0,0,0,35,0,0
27,0,163862, HS-grad,9,0, Transport-moving,1,0,0,0,0,60,0,0
29,3,212588, Some-college,10,0, Farming-fishing,3,0,0,0,0,65,0,0
38,0,321943, Doctorate,16,0, Prof-specialty,1,0,0,0,0,40,0,1
17,2,317702, 9th,5,1, Other-service,3,1,1,0,0,40,0,0
48,2,287480, Masters,14,0, Tech-support,1,0,0,0,0,40,0,1
52,2,135607, Some-college,10,1, Other-service,4,1,1,0,0,40, ?,0
28,2,168514, Assoc-acdm,12,0, Exec-managerial,2,0,1,0,0,40,0,0
18,2,88642, Some-college,10,1, Sales,3,0,0,0,0,15,0,0
28,2,227104, Some-college,10,1, Sales,0,0,0,0,0,30,0,0
34,2,157289, Some-college,10,0, Craft-repair,1,0,0,0,0,40,0,0
62,2,213321, HS-grad,9,0, Prof-specialty,1,0,0,0,0,40,0,1
46,2,294907, 5th-6th,3,0, Machine-op-inspct,1,0,0,0,0,40,1,0
30,2,251411, Some-college,10,1, Adm-clerical,4,0,1,0,0,40,0,0
20,2,183594, Some-college,10,1, Transport-moving,3,0,0,0,0,40,0,0
29,2,189565, HS-grad,9,1, Exec-managerial,0,0,0,2174,0,50,0,0
55,2,217802, Some-college,10,0, Adm-clerical,1,1,0,0,0,25,0,0
20,2,388156, Some-college,10,1, Prof-specialty,3,0,0,0,0,24,0,0
54,2,447555, 10th,6,0, Transport-moving,1,1,0,0,0,40,0,0
27,2,204098, 10th,6,1, Craft-repair,0,0,0,0,0,30,0,0
43,2,193882, Some-college,10,1, Adm-clerical,0,0,0,0,0,55,0,0
17, ?,89870, 10th,6,1, ?,3,0,0,0,0,40,0,0
48,0,49595, Masters,14,1, Protective-serv,0,0,0,0,0,72,0,0
34,2,228873, Bachelors,13,1, Exec-managerial,3,0,0,0,0,40,0,0
66, ?,108185, 9th,5,0, ?,1,1,0,0,0,40,0,0
29,2,176027, Bachelors,13,1, Prof-specialty,0,0,1,0,0,40,0,0
43, ?,405374, Some-college,10,1, ?,0,1,0,0,0,40,0,0
37,2,39606, Assoc-voc,11,1, Sales,4,0,1,0,0,40,0,0
56,2,178353, Some-college,10,0, Prof-specialty,1,0,0,0,0,40,0,1
58,2,160662, 10th,6,0, Craft-repair,1,0,0,0,0,40,0,1
54,1,196328, Bachelors,13,0, Sales,1,1,0,0,0,40,1,0
45,2,20534, Some-college,10,1, Craft-repair,0,0,0,0,0,41,0,0
29,1,156815, HS-grad,9,0, Other-service,1,0,0,0,0,40,0,0
26,2,360252, Assoc-acdm,12,0, Adm-clerical,2,0,1,0,0,40,0,0
43,2,245056, HS-grad,9,0, Adm-clerical,1,1,0,0,0,40,0,1
33,0,422718, HS-grad,9,0, Other-service,1,0,0,0,0,40,0,0
45,1,118081, Some-college,10,0, Other-service,1,0,0,3103,0,42,0,0
25,2,262978, Some-college,10,1, Sales,0,0,0,0,0,30,0,0
25,2,187577, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
69, ?,259323, Prof-school,15,1, ?,0,0,0,0,0,5,0,0
37,2,160920, Assoc-acdm,12,0, Adm-clerical,1,0,0,0,0,40,0,0
20,2,194247, HS-grad,9,1, Exec-managerial,0,0,0,0,0,25,0,0
39,2,134367, Masters,14,0, Prof-specialty,2,0,1,0,1977,24,0,1
17,2,123335, 10th,6,1, Sales,3,0,1,0,0,20,0,0
27,0,332249, HS-grad,9,1, Farming-fishing,3,0,0,0,0,40,0,0
26,2,358124, HS-grad,9,1, Other-service,5,1,1,0,0,40,0,0
55,2,208019, 5th-6th,3,0, Machine-op-inspct,1,0,0,0,0,40,1,0
39,2,318452, 11th,7,0, Prof-specialty,1,0,0,0,0,60,0,0
41,2,207779, HS-grad,9,1, Other-service,0,0,1,0,0,40,0,0
34,2,238376, 1st-4th,2,0, Craft-repair,1,0,0,0,0,40,1,0
51,2,673764, Assoc-voc,11,0, Exec-managerial,1,0,0,0,0,50,0,1
67,0,239705, Doctorate,16,0, Prof-specialty,1,1,0,0,0,12, ?,0
40,2,133974, Some-college,10,1, Machine-op-inspct,3,0,0,0,0,40,0,0
58,2,138285, Assoc-acdm,12,0, Craft-repair,1,0,0,0,1740,40,0,0
23,2,152140, HS-grad,9,1, Sales,0,0,1,0,0,40,0,0
45,0,287920, Masters,14,0, Prof-specialty,1,0,0,0,0,50,0,1
51,2,289572, Bachelors,13,0, Sales,1,0,0,7688,0,50,0,1
43,0,78765, Some-college,10,1, Exec-managerial,4,0,0,0,0,40,0,0
25,0,99076, Bachelors,13,1, Other-service,0,0,1,2597,0,50,0,0
36,1,224886, Bachelors,13,0, Exec-managerial,1,0,0,2407,0,40,0,0
58,2,206532, HS-grad,9,0, Craft-repair,1,0,0,0,0,50,0,0
33,2,129529, HS-grad,9,1, Machine-op-inspct,0,0,0,0,0,40,0,0
60,0,202473, Assoc-voc,11,0, Other-service,1,0,0,0,0,40,0,0
24,2,162312, HS-grad,9,1, Sales,3,2,0,0,0,40,1,0
45,2,72844, HS-grad,9,1, Exec-managerial,0,0,1,0,0,46,0,0
49,2,206947, HS-grad,9,1, Adm-clerical,0,0,1,0,0,40,0,0
19,2,64112, 12th,8,1, Adm-clerical,0,0,1,0,0,40,0,0
34,0,20057, Some-college,10,1, Adm-clerical,4,2,1,0,0,38,1,0
42,0,222884, Bachelors,13,1, Adm-clerical,0,0,0,0,0,40,0,0
25,2,132683, HS-grad,9,1, Priv-house-serv,0,0,1,0,0,50,0,0
73, ?,177773, HS-grad,9,0, ?,1,0,0,0,0,15,0,0
59,1,144071, 5th-6th,3,0, Other-service,1,0,0,2580,0,15,1,0
28,2,148429, HS-grad,9,0, Machine-op-inspct,1,0,0,2885,0,40,0,0
19,2,168601, 11th,7,1, Other-service,5,0,0,0,0,30,0,0
31,0,78291, Bachelors,13,1, Prof-specialty,0,0,1,0,0,40,0,0
58,0,243929, Bachelors,13,1, Prof-specialty,0,0,0,0,0,48,0,0
21,2,215039, HS-grad,9,1, Craft-repair,3,0,0,0,0,13, ?,0
47,1,185673, HS-grad,9,0, Exec-managerial,1,0,0,0,0,50,0,1
30,2,121142, Bachelors,13,1, Sales,0,0,0,0,0,40,0,1
41,2,173858, 7th-8th,4,0, Craft-repair,1,2,0,0,0,40,1,0
59, ?,87247, 10th,6,1, ?,0,0,1,0,0,40,1,0
43,2,334991, Some-college,10,1, Transport-moving,4,0,0,4934,0,51,0,1
48,2,93476, HS-grad,9,1, Adm-clerical,0,0,1,0,2001,40,0,0
44,2,174283, Bachelors,13,0, Sales,1,0,0,0,0,50,0,1
44,2,128676, Some-college,10,1, Adm-clerical,0,1,1,0,0,40,0,0
24,2,205844, Bachelors,13,1, Exec-managerial,3,1,1,0,0,40,0,0
28,2,62535, HS-grad,9,0, Craft-repair,1,0,0,0,0,43,0,0
50,2,240612, HS-grad,9,1, Exec-managerial,4,0,1,0,0,10,0,0
33,2,176992, Some-college,10,0, Craft-repair,1,0,0,0,0,40,0,1
23,0,254127, Bachelors,13,1, Prof-specialty,5,0,1,0,0,50,0,0
30, ?,138744, HS-grad,9,1, ?,3,0,0,0,0,40,0,0
46,2,128460, 10th,6,0, Handlers-cleaners,1,0,0,0,0,40,0,0
21,0,56582, Some-college,10,1, Tech-support,3,0,0,0,0,10,0,0
52,2,153751, 9th,5,1, Other-service,0,1,1,0,0,30,0,0
26,2,284343, Bachelors,13,1, Prof-specialty,0,0,0,0,0,50,0,0
27,0,312692, Bachelors,13,1, Tech-support,0,0,0,0,0,12,0,0
28,2,111520, 11th,7,1, Machine-op-inspct,4,0,1,0,0,40,1,0
50,1,304955, Bachelors,13,0, Sales,1,0,0,0,0,60,0,1
28,2,288598, HS-grad,9,0, Craft-repair,1,0,0,0,0,35,0,0
61,1,117387, 11th,7,0, Exec-managerial,1,0,0,0,0,20,0,0
32,2,230484, 7th-8th,4,1, Sales,4,0,1,0,0,35,0,0
30,0,319280, Some-college,10,1, Craft-repair,0,0,0,0,0,40,0,0
51,0,186416, Bachelors,13,1, Adm-clerical,0,0,1,0,0,40,0,0
40,0,147372, Some-college,10,1, Protective-serv,0,0,0,0,2444,40,0,1
36,2,145933, HS-grad,9,1, Exec-managerial,0,0,0,0,2258,70,0,0
28,2,110164, Some-college,10,1, Other-service,5,1,0,0,0,24,0,0
49,2,225454, Assoc-acdm,12,0, Prof-specialty,1,0,0,0,0,45,0,1
61,1,220342, 7th-8th,4,0, Transport-moving,1,0,0,0,0,30,0,0
41,1,144002, Bachelors,13,0, Exec-managerial,1,0,0,0,0,60,0,1
55,2,225365, HS-grad,9,1, Other-service,4,0,1,0,0,30,0,0
36,2,187983, Bachelors,13,0, Prof-specialty,2,0,1,0,0,40,0,0
21,2,89991, Some-college,10,1, Adm-clerical,3,0,1,0,0,40,0,0
57,1,225913, Some-college,10,0, Transport-moving,1,0,0,0,0,45,0,1
49,1,229737, Prof-school,15,0, Prof-specialty,1,0,0,99999,0,37,0,1
59,2,145574, 11th,7,0, Adm-clerical,1,0,0,0,0,40,0,0
41,2,274363, Some-college,10,1, Sales,0,0,0,0,0,80,0,1
59,2,365390, Some-college,10,0, Craft-repair,1,0,0,0,0,40,0,0
20,2,266467, HS-grad,9,1, Other-service,3,0,0,0,0,25,0,0
42,2,183384, Some-college,10,1, Adm-clerical,0,1,1,0,0,40,0,0
41,0,112797, Masters,14,1, Prof-specialty,4,0,1,0,0,60,0,0
45,0,76008, Bachelors,13,0, Exec-managerial,1,0,0,0,0,50,0,1
36,2,156780, HS-grad,9,1, Sales,5,2,1,0,0,40, ?,0
42,0,186909, Assoc-acdm,12,0, Exec-managerial,2,0,1,0,0,45,0,1
25,2,25497, Bachelors,13,0, Prof-specialty,1,0,0,0,0,40,0,0
45,2,102771, HS-grad,9,0, Craft-repair,1,0,0,0,1887,40,0,1
58,1,248841, HS-grad,9,0, Sales,1,0,0,15024,0,40,0,1
39,2,30916, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,0
34,2,123270, HS-grad,9,0, Craft-repair,1,0,0,0,0,40,0,1
22,1,210165, Some-college,10,1, Craft-repair,0,0,0,0,0,40,0,0
44,2,222596, HS-grad,9,1, Tech-support,0,0,0,0,0,50,0,1
53,1,188067, Some-college,10,1, Sales,4,0,1,0,0,40,0,0
22,2,119592, Assoc-acdm,12,1, Handlers-cleaners,0,1,0,0,2824,40, ?,1
27,2,250314, 9th,5,0, Protective-serv,1,0,0,0,0,40,1,0
60,2,205934, HS-grad,9,1, Other-service,0,0,1,0,0,25,0,0
46,2,186172, Bachelors,13,0, Prof-specialty,1,0,0,3103,0,40,0,1
56,1,98418, Prof-school,15,0, Prof-specialty,1,0,0,99999,0,40,0,1
36,2,329980, Bachelors,13,1, Exec-managerial,0,0,0,27828,0,40,0,1
56,2,147653, HS-grad,9,1, Adm-clerical,4,0,1,0,0,32,0,0
35, ?,195946, Some-college,10,0, ?,1,2,0,0,0,40,1,1
29,1,168221, Bachelors,13,0, Exec-managerial,1,0,0,0,1740,70,0,0
19,2,151801, 10th,6,1, Handlers-cleaners,3,0,0,0,0,39,0,0
38,2,177154, HS-grad,9,0, Other-service,1,0,0,0,0,40,0,0
40,0,73883, Some-college,10,0, Tech-support,1,0,0,0,0,40,0,1
52,2,175714, Assoc-acdm,12,0, Exec-managerial,1,0,0,0,0,55,0,1
22,2,43535, Some-college,10,0, Exec-managerial,2,0,1,0,0,40,0,0
32,0,104509, HS-grad,9,1, Other-service,0,0,1,0,0,25,0,0
27,2,118230, Bachelors,13,1, Exec-managerial,3,0,1,0,0,40,0,0
25,2,152046, Bachelors,13,1, Prof-specialty,3,0,1,0,0,40,1,0
36,2,52327, Masters,14,0, Prof-specialty,1, ?,0,0,0,40,1,1
22,2,218886, 12th,8,1, Handlers-cleaners,3,1,0,0,0,40,0,0
32,1,84119, HS-grad,9,0, Craft-repair,1,0,0,0,0,45,0,0
37,2,189674, Bachelors,13,1, Exec-managerial,4,1,1,0,0,40,0,0
22,2,222993, HS-grad,9,1, Prof-specialty,3,0,0,0,0,54,0,0
29,2,47429, HS-grad,9,0, Adm-clerical,2,0,1,0,0,40,0,1
42,2,144995, Preschool,1,1, Handlers-cleaners,0,0,0,0,0,25,0,0
45,2,187969, Assoc-voc,11,1, Sales,0,0,1,0,0,38,0,0
33,2,288398, Bachelors,13,1, Adm-clerical,0,0,1,0,0,45,0,0
39,2,114591, Some-college,10,1, Prof-specialty,4,0,1,0,0,40,0,0
27,2,167737, 12th,8,1, Machine-op-inspct,0,0,0,0,0,45,0,0
53,0,248834, Bachelors,13,0, Prof-specialty,2,0,1,0,0,50,0,1
30,2,165686, Bachelors,13,1, Other-service,0,0,1,0,0,40,0,0
52,1,40200, Some-college,10,1, Craft-repair,0,1,0,0,0,35,0,0
43,1,117158, Bachelors,13,0, Sales,1,0,0,15024,0,60,0,1
47,0,216657, Masters,14,1, Prof-specialty,0,0,0,0,0,35,0,1
61,2,124242, HS-grad,9,0, Protective-serv,1,1,0,0,0,40,1,0
39,0,239119, Masters,14,1, Prof-specialty,0,1,0,0,0,40,1,0
47,2,190072, Some-college,10,1, Sales,4,0,0,0,0,50,0,0
19,2,378114, HS-grad,9,0, Craft-repair,1,0,0,0,0,25,0,0
37,2,236990, Some-college,10,0, Machine-op-inspct,1,0,0,3464,0,40,0,0
31,2,101761, HS-grad,9,0, Craft-repair,1,0,0,0,0,51,0,0
69,1,37745, Assoc-voc,11,0, Sales,1,0,0,0,0,8,0,0
22, ?,424494, Some-college,10,1, ?,3,0,0,0,0,25,0,0
29,2,130438, HS-grad,9,0, Machine-op-inspct,1,0,0,0,0,40,0,0
24,2,100605, Some-college,10,1, Machine-op-inspct,3, ?,0,0,0,14,0,0
42,2,220776, HS-grad,9,1, Handlers-cleaners,4,0,0,0,0,40,1,0
